ID_Cliente,Edad,Ingresos_Mensuales,Tipo_Empleo,Años_Empleo,Puntuacion_Crediticia,Deuda_Actual,Monto_Prestamo_Solicitado,Ratio_Deuda_Ingresos,Apto_Prestamo
101,20,2165090.540912385,Formal,4.542985650204533,703,315682.31096487027,576888.0842854395,0.14580559334568957,0
102,30,308920.73279533593,Formal,30.0,733,396549.58457501,232811.50635159083,1.2836612841965818,0
103,31,2787500.0,Formal,7.336413617363867,771,651027.0876119793,658053.5670465678,0.2335523184258222,1
104,26,1225884.1170196405,Formal,2.5363738693217295,755,483700.2642479942,330261.1545758855,0.39457258441683896,0
105,33,2287703.6334703164,Formal,8.788328196142539,737,292664.33146349515,1311565.7191052558,0.12792930307128114,1
106,39,781534.6145666826,Formal,0.9359169618058403,618,291167.8503187801,724471.7433208673,0.3725591226438722,0
107,53,1785759.9706047084,Informal,0.15468674449368608,592,478065.19184692187,456465.2197886566,0.2677096584738853,0
108,36,776273.2801491984,Formal,1.1435976691547312,683,815202.047548373,384090.65988616145,1.0501482768950807,0
109,37,962301.609164139,Autónomo,2.0806960416615414,743,365423.4503934198,528994.8251855233,0.37973899961658464,0
110,34,2787500.0,Autónomo,3.5726790505528023,627,240867.08856320413,757374.5204763246,0.08640971787020776,0
111,18,1194963.8400477315,Formal,4.774237154703567,756,166939.3676968847,550438.6132477566,0.13970244295443826,0
112,34,1465466.4131093067,Informal,12.07349274895966,795,121631.16094557055,500137.51957999484,0.0829982590235579,1
113,35,2030924.2627395717,Formal,3.5652599627986885,558,533268.820136271,574010.4769867931,0.2625744494365976,0
114,59,1684212.4569039384,Autónomo,3.4785086494797635,566,501308.583255138,412210.0451311366,0.2976516301136294,0
115,33,1417176.594420512,Formal,0.25774563461784317,635,501092.81687181303,469589.7963597648,0.3535853039378706,0
116,38,1577651.9390753228,Informal,0.1776776328235749,680,305691.1465136062,196481.10793871398,0.1937633637320376,0
117,34,2787500.0,Informal,4.005443586682345,597,895597.5970796827,907166.1491775021,0.32129061778643325,0
118,23,1277171.3215083499,Formal,2.8828564838544906,785,238353.27774215702,647333.3548972989,0.18662592381158374,0
119,46,1453546.8154797868,Formal,9.137360039524067,692,652835.6059647272,378696.30633340817,0.44913283769896273,0
120,42,2222837.0355201117,Informal,0.8758137200227976,653,325550.2582891061,1440621.6402170185,0.1464570965333642,0
121,42,2284666.5698601445,Informal,0.12644371955660194,506,218501.16455502994,582291.2450032863,0.09563809767147136,0
122,25,2379694.8822108726,Formal,2.9804541576218884,518,506441.1334335691,332084.9193373533,0.21281767558497094,0
123,49,1809086.889323518,Informal,1.3556232430193662,678,445582.3875776284,855624.1597995855,0.24630236955851664,0
124,20,742267.6916698667,Formal,0.2544372697534939,436,429455.3642259836,680267.8458619382,0.5785720826132758,0
125,40,2787500.0,Informal,6.447622360550428,751,354083.15086744365,679089.2050827522,0.12702534560267037,1
126,56,741028.9611502641,Formal,0.5916265380557515,634,325743.97575297893,450602.10566337674,0.43958332646991555,0
127,25,1529246.084225843,Autónomo,4.6865441128329985,850,1780228.9784253768,698342.9854387586,1.164121979312826,0
128,29,901513.0152857591,Formal,1.649815586056245,850,766332.7931532273,489108.01674651273,0.8500518352586593,0
129,35,1273014.8089731378,Formal,0.9527529148633623,631,554804.4481920012,736149.5044576868,0.4358193198392779,0
130,29,1549354.4047249013,Formal,2.388175558723339,639,361729.35363526386,215075.7467033146,0.23347102027278996,0
131,19,1543628.3762238848,Formal,8.083465242579141,749,676983.5132696297,448776.8504321834,0.43856638274926435,0
132,35,1623229.2073464056,Informal,2.4886715912187767,820,480695.1200268138,1318882.4817038204,0.29613508545267997,1
133,24,2787500.0,Formal,6.946888532959782,486,340692.4644273103,379907.86987737636,0.12222151190217409,0
134,39,1649091.0819179702,Autónomo,0.6704365744556661,471,270464.77064190985,412214.29787129856,0.16400838838285794,0
135,25,1163437.2943075462,Formal,7.408994031594318,587,316079.8094358253,445626.80163910333,0.27167756352863814,0
136,50,2128677.1066373307,Formal,1.352049330360584,708,36355.25878859434,303705.7895910107,0.017078803861438955,1
137,27,2382600.100098358,Formal,5.656604087255282,699,387632.3996985431,184808.86248362483,0.16269301746547435,0
138,31,711523.5366789273,Formal,4.171037708251309,756,237627.33412637803,496790.945134069,0.33396974502841587,0
139,43,1772085.6050399577,Formal,13.235578763142398,530,1019946.9329102401,596686.7181112677,0.5755630145684988,0
140,22,1866459.8290891778,Formal,2.4495830598328183,418,339060.2191232593,543054.6552285941,0.18165953203971116,0
141,37,1132780.6636040318,Formal,0.34227859051140086,735,145527.12362340264,518543.1382415647,0.1284689333947461,1
142,48,2615121.430532481,Formal,0.09670664486445757,567,323022.1096079455,569627.671077812,0.12352088351865671,0
143,18,1219485.8462516505,Informal,8.768232259392127,448,160830.6776613626,929719.7894774154,0.13188400517784601,0
144,36,1399682.3984973417,Informal,3.719420387367803,664,465923.78561479336,506862.3209338874,0.33287822016980106,0
145,37,1205532.3019885223,Formal,7.463700701425875,729,410058.58289701666,418393.01363183424,0.34014732099722766,0
146,42,1324780.320341419,Formal,1.335644386220155,637,654011.2946035414,484394.5501486085,0.49367527926063337,0
147,22,759814.9079647884,Desempleado,2.1162395363326136,604,192292.87979882915,744815.0132709669,0.2530785824062042,0
148,21,639820.0491525804,Informal,0.15283148986313605,634,342558.5345611245,1129438.5644360678,0.5353982498904676,0
149,40,2787500.0,Informal,16.284488479234657,612,128653.35575575408,407235.0893304212,0.04615367022627949,0
150,37,860687.7085176401,Formal,5.511112589061934,515,546581.390457052,585771.2745105072,0.6350519300414171,0
151,37,800723.9293638876,Informal,13.530641827008182,578,480990.10870736506,660264.9701004981,0.600694060797551,0
152,38,447876.42088040686,Informal,1.5428019610061596,702,473286.25432537374,339398.01355522184,1.0567340280942181,0
153,28,955019.2822078178,Informal,4.726842243809473,682,334879.3110924212,563220.434447675,0.35065188455488117,0
154,37,678352.8011029464,Desempleado,5.673788183406287,666,447187.4702037485,267903.1607330278,0.6592255084325709,0
155,37,2787500.0,Formal,1.9103278773241574,550,1028312.3634785989,230197.434475994,0.3689012963151924,0
156,27,2177909.933054157,Formal,9.422968339540976,631,273984.325799059,669703.9220187224,0.12580149511272098,0
157,53,931817.7350656382,Informal,14.702572425907544,432,368591.3243379577,460137.39638066693,0.3955616108894877,0
158,39,2787500.0,Autónomo,10.80782048718696,667,156389.30917891074,616835.7044370717,0.05610378804624601,0
159,23,2147576.2259044256,Formal,6.717457586923357,792,182154.31390859987,552534.024792238,0.08481855577996436,0
160,41,1117441.206153919,Formal,1.624944869983028,502,358205.2638259987,342154.5306447601,0.32055848831536526,0
161,25,376722.765716266,Formal,1.6537554628434192,591,724433.7840875359,545027.009609691,1.922989131570438,0
162,42,2787500.0,Formal,16.53311742506215,682,279566.53171146126,300940.2833339742,0.10029292617451525,0
163,46,656174.1140809752,Informal,0.051688733920392256,775,283580.2945661512,1117611.0356752344,0.43217232816830686,0
164,26,577387.1611963802,Informal,6.294785092121541,605,251594.13365936713,283008.6127439346,0.4357459787260411,0
165,44,2191842.1221775967,Formal,6.125065749837182,580,230052.42321586027,505511.0348768127,0.10495848258783486,0
166,39,2787500.0,Formal,4.873434658081642,453,411215.2905192266,331068.96571571723,0.14752118045532792,0
167,43,2626346.0227373624,Formal,23.080572327089858,660,117279.09575180341,741498.4639373934,0.044654853068281875,0
168,53,1742658.2650562748,Formal,1.8689560884289393,850,819991.9992799204,472362.55592818937,0.4705409062249165,0
169,32,1769742.926488896,Informal,2.0773640712701704,677,209944.09287688148,430147.9174150246,0.11862971154426522,0
170,27,2014084.8133938008,Desempleado,0.41114725022456916,647,554445.94586298,854112.8055386762,0.27528430887114425,0
171,26,1921145.1121344483,Autónomo,2.924138463799997,682,137501.91735268518,565764.4351027105,0.0715728949802842,0
172,26,1512937.0652166673,Formal,1.5126151245955821,648,534229.2056591175,721826.4429730929,0.353107355184408,0
173,34,1384802.7045573604,Autónomo,2.1033001078636575,568,535391.4197227503,341312.86014056945,0.3866192764938911,0
174,38,1273998.7321582646,Informal,8.996089781267631,732,437719.5156290194,276180.3326074519,0.34357923958643544,0
175,37,901653.3291941908,Informal,13.704249918254913,672,166756.87516297068,588199.6813335884,0.18494566566066095,0
176,43,1142386.6053202543,Formal,1.0273352268225353,651,398345.8557716218,475344.27243866806,0.34869618911537426,0
177,35,563819.4058436706,Formal,2.3301292081441805,552,146130.13352892746,762558.9672282259,0.2591789711641191,0
178,49,1251430.5194572103,Formal,13.199427710520375,780,280255.75612750585,535664.6311016307,0.22394831496443182,1
179,32,801846.226009564,Formal,0.31900575565085665,716,687612.9109996026,617698.313835563,0.857537129558556,0
180,62,757041.2522264367,Formal,0.48454018310194,594,584249.5647916564,247589.27854630965,0.7717539342451882,0
181,41,1438217.0712815076,Formal,0.8884076272803241,750,338074.044935134,1433222.9137700058,0.23506468646898818,1
182,26,2636515.79035413,Formal,4.521969331851857,600,169063.14368665885,513546.97787316237,0.06412369852105104,0
183,24,2080514.93698951,Informal,0.8153734842803941,571,525604.105435489,790176.223655817,0.25263173846568693,0
184,39,599419.7494890363,Formal,17.222045748766888,574,339069.0405068328,367020.11955382355,0.565662110392368,0
185,32,801430.5647190114,Formal,2.9594059254304432,472,65918.29105971644,650321.8891853533,0.08225078249021857,0
186,42,2104005.10231493,Desempleado,3.480938595079946,697,578522.684214248,290626.84408840095,0.2749625861542488,0
187,39,804297.0838033004,Autónomo,1.4161839422852345,466,328873.7359710511,698892.1388037505,0.4088958453211062,0
188,34,1174850.0834872527,Informal,3.1834585638603845,527,776155.3963444306,466601.4471873543,0.6606420744684333,0
189,26,1730625.9700194374,Desempleado,5.422269456987178,442,155391.46542468583,565696.5226261705,0.08978916768649933,0
190,19,810004.8031659091,Informal,6.955070145337542,641,36195.84055125929,790329.1611762816,0.04468595792245627,0
191,30,1385616.101014938,Desempleado,7.009438188166358,634,406667.37074990175,301024.7079895917,0.29349209384332753,0
192,43,674653.7912598128,Formal,4.312459857190263,617,410235.5279790228,395921.768730721,0.6080682170524392,0
193,37,973140.6093920557,Formal,11.735808918792035,545,102428.67884541521,700731.3980202134,0.10525578509091803,0
194,22,1542413.0304510067,Formal,8.502501435670823,532,168626.6665179365,1591724.4075884516,0.10932653134331309,0
195,36,592716.1034957938,Formal,7.074459290608738,696,2301437.7151524974,520308.20400277426,3.8828668591570157,0
196,38,1638357.9576392549,Formal,0.28605660274103417,594,270077.6336377447,749218.4243478925,0.16484653575150657,0
197,26,1301657.2059874658,Informal,0.03450862210747384,681,557971.6546828485,528465.1006479069,0.42866251737880473,0
198,36,1732736.764137584,Informal,1.1941248046516135,561,212124.84660313957,1472306.2099404922,0.12242185367880627,0
199,35,1470223.1514327384,Informal,5.446136239986656,668,77433.91402842828,232723.64341480905,0.052668136774317975,0
200,23,2600041.3296490517,Formal,2.6483222338555295,780,296918.0298122271,584509.4951374899,0.1141974269510187,0
201,38,1399436.1104818054,Autónomo,2.5742205964007474,708,277747.84990342875,247321.84052837497,0.1984712612623696,1
202,40,1060514.699000723,Informal,10.796186555842173,608,252831.21014397775,159202.4588081645,0.23840424878807398,0
203,45,1397389.533950535,Formal,11.295849030154477,675,308705.6687736459,646901.1688479496,0.22091597315811404,0
204,45,1724791.4428032304,Informal,11.994118040788866,625,402471.65407497075,597773.1902026655,0.2333451129725288,0
205,21,1347009.7841958804,Formal,1.8834996801044137,650,301133.899205022,483496.4799248239,0.2235573213633254,0
206,25,1341452.4857853723,Formal,5.87297321075241,617,138079.90813126543,528670.5496253646,0.10293313374452066,0
207,40,925391.194434192,Autónomo,1.5847524290519641,633,470109.7761280442,2230000.0,0.5080119401994974,0
208,40,943656.2389206577,Formal,1.057370976056068,671,85462.41176878913,489985.0764020676,0.09056519550651196,0
209,40,651912.1209446876,Formal,1.0205814740946557,550,79629.66182803319,719477.0897809041,0.1221478467260919,0
210,70,2787500.0,Autónomo,2.0935695928863476,548,561192.0745825217,402936.9481599423,0.20132451106099433,0
211,40,705763.917587877,Informal,2.8102228482699436,511,477016.49455150985,646180.444645251,0.6758867698731778,0
212,46,929605.038370893,Formal,8.887779231457117,489,321327.26599840075,494895.0232357083,0.34565998755935945,0
213,44,917826.8645550469,Formal,0.6385481087491485,528,125942.18170007726,454048.15557707933,0.1372177984364543,0
214,41,2056322.749095961,Formal,6.6387283549360445,665,203791.86860495203,1384247.2505103669,0.09910500124289673,0
215,31,1134262.0766793496,Informal,3.7906147377303485,560,278304.0319438393,1004308.962942612,0.24536131258006827,0
216,42,2453040.2221549507,Formal,1.6980030230600378,701,109454.73683554845,596951.4740161261,0.04462003347804647,1
217,27,938672.922134347,Formal,3.394442448212634,653,199400.78990956614,176153.63411328077,0.21242840312914343,0
218,32,1511275.8185637605,Desempleado,1.7829609495077299,453,528090.7354006735,465428.22310256993,0.34943372276183443,0
219,30,865700.389620121,Informal,4.53271640550258,715,908459.7967978682,2153772.609528584,1.0493928473296754,0
220,35,2787500.0,Formal,2.844427420597862,731,249393.64523462535,496772.2492266059,0.08946857228147995,1
221,58,725900.675892792,Informal,0.8980593310915677,550,568032.5523700122,967844.3601314406,0.7825210407351993,0
222,18,1534749.9688769344,Informal,0.6197901028445114,692,87601.21171038893,1146459.4169257486,0.057078490625083265,0
223,41,1804611.9209036375,Formal,3.9559579776970217,564,530729.6449413128,622002.717227293,0.29409627565551955,0
224,18,1616650.917787013,Formal,11.635056661237526,659,190542.06603268877,365970.11878342985,0.11786221993645747,0
225,30,1198191.4518638023,Autónomo,2.1076499495978767,523,414792.672584761,164977.0440815108,0.34618229994843114,0
226,45,1231886.5515203204,Formal,6.602535110824133,470,281240.5032708597,784890.4136870878,0.2283006522993287,0
227,35,1343613.8165336736,Informal,5.374401002359871,611,842966.051737518,370956.3875494945,0.6273871564615544,0
228,24,1221349.1704348384,Formal,13.408617619868695,637,181368.69089438432,608829.1760575094,0.14849864009799213,0
229,27,2128455.680928965,Formal,8.601317150779932,610,519029.7938922016,298435.0536774138,0.243852760732923,0
230,41,2787500.0,Formal,4.180531620112004,531,275057.90943480947,488257.8918156983,0.09867548320531282,0
231,27,994725.1943322145,Formal,5.350568759519473,610,299412.7466203402,566978.8666352003,0.3010004655821993,0
232,37,662692.3896177454,Formal,11.432892748977165,676,294105.67877198907,637630.7116237822,0.44380421954390525,0
233,35,1257739.5498616693,Formal,2.5501195976414404,645,185057.3369320185,319274.5559768214,0.14713486345592913,0
234,28,2787500.0,Autónomo,1.9785247627584628,668,331214.9642595813,1014263.4648954764,0.11882151184200225,0
235,56,879518.9593683484,Desempleado,0.05434974021507358,582,320147.9152278285,413647.89259599,0.3640034268934371,0
236,41,2787500.0,Informal,8.759360493377885,767,396035.9751446169,241345.07916529317,0.1420756861505352,1
237,18,2787500.0,Autónomo,8.07176738031259,532,354883.8247012291,527923.1866811705,0.12731258285245886,0
238,36,996668.5666585529,Formal,0.5516113468993782,698,584778.4539446008,567164.9382712244,0.5867331162104755,0
239,28,1747084.9663170816,Desempleado,4.300229981594398,768,638481.6340216158,604110.555395871,0.3654553993258601,0
240,43,2787500.0,Formal,3.1179348664161926,698,160324.60708461227,1101610.7492034708,0.05751555411107167,0
241,27,1087512.8015365668,Desempleado,0.6318375474465349,629,614480.7670505756,495336.87416536553,0.5650331344903383,0
242,33,1187282.3380848265,Desempleado,19.70422886118751,597,145794.97888271481,525133.5919871773,0.12279722708407573,0
243,40,982766.8873662069,Informal,1.2084211585809954,753,504786.71890574065,321137.7994265801,0.5136383056805645,0
244,43,791424.1464709862,Desempleado,0.3480055326070639,507,516179.21901972336,840283.4326774782,0.6522156561957345,0
245,22,950106.071319412,Informal,4.517457210631045,552,87769.58737669015,611317.849204997,0.09237872488784811,0
246,31,712829.5072357735,Formal,6.713620932495302,610,356995.20565043844,451894.4521797494,0.5008142929363328,0
247,30,1337094.3446461179,Formal,0.1649070104427652,773,240974.1340689852,215104.758135148,0.18022223714719446,1
248,28,894465.0136021955,Informal,5.375225527050153,687,196664.88699515245,1147876.0502236094,0.21986873047514993,0
249,52,1477497.9485374384,Formal,3.7995542209415816,553,861119.6930271747,301757.13983002433,0.5828229364917827,0
250,39,603813.0208100228,Informal,0.5449744983834416,618,211676.99009171157,414811.2089990174,0.35056711729691453,0
251,22,1550995.9020243539,Desempleado,0.9468751323152913,588,190218.42729253782,666896.4315837114,0.12264276587982306,0
252,44,1994157.4029967599,Formal,4.196350977771915,579,352701.93997167004,306489.5128680389,0.17686765319610184,0
253,56,485094.92024289974,Informal,1.7574251281346513,747,540529.7633967727,264200.3228841632,1.1142762804568542,0
254,45,1584843.0983576998,Autónomo,13.928631509919766,512,302924.27881022816,192768.2542007505,0.1911383398925324,0
255,19,2428543.3232868155,Autónomo,8.539120402026764,810,756797.9141100261,799479.571047717,0.31162627689333045,0
